SiteCode,RefCode,YearStart,YearFinish,Duration,SamplingEffort,BatEcologicalScale,FlyEcologicalScale,BatSamplingMethod,SamplingNights,SamplingHours,SamplingMistnets,SamplingStrata,SamplingSeason,Observation
BFA373,BFR079,2011,2015,NA,NA,all,all,mist nets,24,4,6,NA,NA,
BFA374,BFR080,2017,2018,NA,72000,all,all,mist nets,40,6,10,NA,dry season and rainy season,
BFA375,BFR081,2009,2010,10,153000,all,all,mist nets,45,NA,10,NA,NA,
BFA376,BFR082,1998,1999,13,1051315.2,Single,all,mist nets,52,12,3,NA,"summer, autumn, winter, spring",
BFA377,BFR083,2007,2007,2,NA,Single,all,mist nets,NA,2,NA,NA,NA,
BFA378,BFR084,2013,2016,44,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA379,BFR085,2011,2013,39,NA,Single,all,harp traps,2-4,14,NA,NA,Rainy season,
BFA380,BFR085,2011,2013,39,NA,Single,all,harp traps,2-4,14,NA,NA,Rainy season,
BFA381,BFR085,2011,2013,39,NA,Single,all,harp traps,2-4,14,NA,NA,Rainy season,
BFA382,BFR085,2011,2013,39,NA,Single,all,harp traps,2-4,14,NA,NA,Rainy season,
BFA383,BFR086,2018,2018,2,NA,all,all,mist nets,NA,11,2,NA,NA,
BFA383,BFR086,2018,2018,2,NA,all,all,mist nets,NA,11,2,NA,NA,
BFA383,BFR086,2018,2018,2,NA,all,all,mist nets,NA,11,2,NA,NA,
BFA383,BFR086,2018,2018,2,NA,all,all,mist nets,NA,11,2,NA,NA,
BFA384,BFR087,2006,2006,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA385,BFR087,2007,2007,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA386,BFR087,2004,2004,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA387,BFR087,2006,2006,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA388,BFR087,2006,2006,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA389,BFR087,2006,2006,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA390,BFR087,2004,2004,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA391,BFR087,2004,2004,1,NA,Single,Single,mist nets,NA,NA,NA,C,NA,
BFA392,BFR088,NA,NA,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA393,BFR089,NA,NA,NA,NA,all,all,NA,NA,NA,NA,NA,Winter and Summer,
BFA394,BFR090,2009,2010,12,NA,Single,Single,mist nets,24-36,3,NA,NA,NA,
BFA395,BFR091,2004,2009,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA396,BFR091,2004,2009,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA397,BFR091,2004,2009,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA398,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA398,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA398,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA399,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA399,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA399,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA400,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA400,BFR092,2016,2017,9,161280,all,all,mist nets,4,7,8,NA,NA,
BFA401,BFR093,2017,2018,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA402,BFR093,2017,2018,NA,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA403,BFR094,2018,2018,6,1814400,all,all,mist nets,42,6,10,NA,NA,
BFA404,BFR095,1985,1988,35,NA,Single,Single,NA,NA,NA,NA,NA,NA,
BFA405,BFR096,2002,2004,15,NA,Single,all,"mist net, H-net, Funnel trap, Harp trap, hand",NA,NA,NA,NA,NA,
BFA406,BFR097,2014,2016,5,NA,Single,all,Harp trap,10-8,2-3,NA,NA,NA,
BFA407,BFR098,2012,2013,5,4613760,all,all,mist net,89,6,10,U,NA,
BFA408,BFR099,2018,2018,3,NA,all,all,mist net,NA,4,NA,NA,NA,
BFA409,BFR099,2018,2018,3,NA,all,all,mist net,NA,4,NA,NA,NA,
BFA410,BFR099,2018,2018,3,NA,all,all,mist net,NA,4,NA,NA,NA,
BFA411,BFR099,2017,2017,1,NA,all,all,mist net,NA,NA,NA,U,NA,
BFA412,BFR100,2010,2011,11,NA,all,all,mist net,22,NA,NA,U,NA,
BFA413,BFR101,2016,2017,13,1797120,all,all,mist net,52,6,8,U,NA,
BFA414,BFR102,1997,1998,9,NA,all,all,"mist net, handheld hoops nets",NA,NA,NA,NA,NA,
BFA415,BFR103,2014,2015,12,25920,all,all,"mist net, hand net",12,2.5,1,U,NA,
BFA416,BFR104,2003,2005,22,NA,Single,all,mist net,NA,NA,NA,NA,NA,
BFA416,BFR104,2003,2005,22,NA,Single,all,mist net,NA,NA,NA,NA,NA,
BFA416,BFR104,2003,2005,22,NA,Single,all,mist net,NA,NA,NA,NA,NA,
BFA416,BFR104,2003,2005,22,NA,Single,all,mist net,NA,NA,NA,NA,NA,
BFA417,BFR105,2012,2014,7,NA,all,all,sweep nets,NA,NA,NA,U,dry and wet,
BFA418,BFR106,2013,2014,12,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA419,BFR107,2006,2007,5,NA,all,all,mist net,NA,6,6,U,NA,
BFA420,BFR108,2011,2011,5,5184000,all,all,mist net,60,12,12,U,NA,
BFA421,BFR109,NA,NA,NA,NA,Single,all,mist net,5,NA,6,U,NA,
BFA422,BFR110,2002,2002,7,NA,Single,all,"mist net, hand net",NA,NA,NA,NA,NA,Authors stated that records corresponding to possible accidental contamination were removed
BFA423,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA424,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA425,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA426,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA427,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA428,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA429,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA430,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA431,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA432,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA433,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA434,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA435,BFR111,2005,2010,6,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA436,BFR112,2014,2014,2,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA437,BFR113,2005,2006,9,NA,Single,all,hand net,NA,NA,NA,NA,NA,
BFA438,BFR114,2005,2005,5,NA,Single,all,hand net,NA,NA,NA,NA,NA,
BFA439,BFR115,2003,2003,1,NA,Single,Single,mist net,NA,NA,NA,U,NA,
BFA440,BFR116,2008,2009,6,NA,all,all,mist net,6,11.3,32,U,NA,
BFA441,BFR117,2000,2013,9,NA,Single,all,mist net,NA,NA,8,U,Dry and Rainy,
BFA442,BFR118,2015,2015,1,NA,all,all,mist net,NA,NA,8,NA,NA,
BFA443,BFR118,2015,2015,1,NA,all,all,mist net,NA,NA,8,NA,NA,
BFA444,BFR118,2015,2015,1,NA,all,all,mist net,NA,NA,8,NA,NA,
BFA445,BFR118,2015,2015,1,NA,all,all,mist net,NA,NA,8,NA,NA,
BFA446,BFR119,2008,2009,7,NA,all,all,mist net,2 - 3,48 - 72,4,U,NA,
BFA447,BFR120,2007,2008,12,497664,all,all,mist net,24,6,4,NA,NA,
BFA448,BFR121,2009,2010,8,1152000,all,all,mist net,16,12,10,NA,NA,
BFA449,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA450,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA451,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA452,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA453,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA454,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA455,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA456,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA457,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA458,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA459,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA460,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA461,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA462,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA463,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA464,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA465,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA466,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA467,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA468,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA469,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA470,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA471,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA472,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA473,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA474,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA475,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA476,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA477,BFR122,2001,2020,NA,NA,all,all,"mist net, Borissenko mobile trap",NA,NA,NA,NA,NA,
BFA478,BFR123,2016,2018,3,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA479,BFR123,2016,2018,3,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA480,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA481,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA482,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA483,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA484,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA485,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA486,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA487,BFR124,2009,2016,48,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA488,BFR125,2015,2016,5,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA489,BFR125,2015,2016,5,NA,Single,all,NA,NA,NA,NA,NA,NA,
BFA490,BFR126,2012,2012,4,77760,all,all,mist net,3,6,5,U,NA,
BFA491,BFR127,2001,2001,5,NA,all,all,mist net,NA,2,NA,U,NA,
BFA492,BFR128,2013,2013,7,13608,all,all,mist net,3,7,1,NA,NA,
BFA493,BFR129,2016,2018,24,15840,all,all,mist net,2,11,2,NA,NA,
BFA494,BFR130,2011,2011,7,NA,all,all,mis net,NA,6,NA,NA,NA,
BFA495,BFR131,NA,NA,,NA,all,all,"mist net, harp traps",NA,NA,NA,NA,NA,
BFA496,BFR131,NA,NA,,NA,all,all,"mist net, harp traps",NA,NA,NA,NA,NA,
BFA497,BFR132,2016,2016,,NA,all,all,mis net,27,8-9,10,NA,"warm, rainy and cold",
BFA498,BFR132,2016,2016,,NA,all,all,mis net,27,8-10,10,NA,"warm, rainy and cold",
BFA499,BFR133,2017,2018,NA,NA,all,all,mist net,NA,NA,10,NA,"dry, rainy and cold season",
BFA500,BFR133,2017,2018,NA,NA,all,all,mist net,NA,NA,10,NA,"dry, rainy and cold season",
BFA501,BFR133,2017,2018,NA,NA,all,all,mist net,NA,NA,10,NA,"dry, rainy and cold season",
BFA502,BFR134,2014,2017,20,1150848,all,all,mist net,74,6,6,U,NA,
BFA503,BFR134,2014,2017,20,1150848,all,all,mist net,74,6,6,U,NA,
BFA504,BFR134,2014,2017,20,1150848,all,all,mist net,74,6,6,U,NA,
BFA505,BFR135,2017,2018,3,NA,Single,all,mist net,3,6,NA,U,NA,
BFA506,BFR136,2013,2014,4,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA507,BFR137,2002,2017,NA,NA,Single,all,mist net,NA,6,6 - 10,NA,dry and wet,
BFA508,BFR137,2002,2017,NA,NA,Single,all,mist net,NA,6,7 - 10,NA,dry and wet,
BFA509,BFR138,2001,2002,12,NA,Single,all,mist net and hand,40,NA,NA,NA,NA,
BFA510,BFR139,2000,2002,5,NA,all,all,NA,NA,NA,NA,NA,NA,
BFA511,BFR140,2017,2017,1,NA,all,all,mist net,9,5,3 - 4,U,rainy season,
BFA512,BFR141,2011,2014,9,NA,all,all,harp trap,NA,NA,NA,U,NA,
BFA513,BFR142,2011,2011,1,NA,Single,all,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA514,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA515,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA516,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA517,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA518,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA519,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA520,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA521,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA522,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA523,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA524,BFR142,2011,2012,2,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA525,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA526,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA527,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA528,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA529,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA530,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA531,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA532,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA533,BFR142,2011,2011,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA534,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA535,BFR142,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA536,BFR143,2012,2012,1,NA,Single,Single,"mist net, harp trap",NA,NA,NA,NA,NA,
BFA537,BFR144,2010,2011,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA538,BFR144,2017,2019,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA539,BFR144,2017,2019,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA540,BFR144,2017,2019,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA541,BFR144,2017,2019,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA542,BFR144,2017,2019,NA,NA,Single,Single,mist net,NA,NA,NA,NA,NA,
BFA543,BFR145,2010,2011,10,NA,all,all,mist net,NA,NA,NA,NA,NA,
BFA544,BFR146,2015,2016,11,4790016,all,all,mist net,77,6,8,U,NA,
BFA545,BFR147,2018,2019,10,933120,all,all,mist net,18,4,12,U,NA,
BFA546,BFR147,2018,2019,10,466560,all,all,mist net,9,4,12,U,NA,
BFA547,BFR147,2018,2019,10,466560,all,all,mist net,9,4,12,U,NA,
BFA548,BFR148,2016,2016,,540,all,all,mist net,2,6,3,U,NA,
BFA549,BFR148,2016,2016,,2700,all,all,mist net,3,6,10,U,NA,
BFA550,BFR148,2012,2012,,720,all,all,mist net,2,6,4,U,NA,
BFA551,BFR148,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,
BFA552,BFR148,2016,2016,,1800,all,all,mist net,4,6,5,U,NA,
BFA553,BFR148,2017,2017,,450,all,all,mist net,1,6,5,U,NA,
BFA554,BFR148,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,
BFA555,BFR148,2016,2016,,1350,all,all,mist net,3,6,5,U,NA,
BFA556,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA557,BFR148,2016,2016,,0,all,all,mist net,NA,NA,NA,NA,NA,
BFA558,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA559,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA560,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA561,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA562,BFR148,2016,2016,,3600,all,all,mist net,4,6,10,U,NA,
BFA563,BFR148,2018,2018,,2430,all,all,mist net,3,6,9,U,NA,
